Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,//createReview,30,0,61,77.54276523240453,13.863419997505844,272.46580999781145,195.0,1.0331659255635652,0.0,62,77,80,85,180,250,270,270,270,270,270
POST,//like/1,524,0,9,11.033609038197083,6.334739999147132,74.36205999692902,195.0,18.04596483317694,0.0,9,10,11,12,17,23,33,46,74,74,74
POST,//login,30,0,540.0,735.2087949664565,122.9351099973428,1867.9711679942557,87889.3,1.0331659255635652,0.0,580,780,1100,1300,1800,1800,1900,1900,1900,1900,1900
,Aggregated,584,0,9,51.65095538010463,6.334739999147132,1867.9711679942557,4699.844178082192,20.11229668430407,0.0,9,10,14,17,45,160,670,1300,1900,1900,1900
