Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/login,1531,0,1900.0,2045.22128158067,20.78949999999935,7403.494200000001,49241.0,25.8057673179316,0.0,1900,2200,2500,2800,3300,4200,4600,5100,6500,7400,7400
,Aggregated,1531,0,1900.0,2045.22128158067,20.78949999999935,7403.494200000001,49241.0,25.8057673179316,0.0,1900,2200,2500,2800,3300,4200,4600,5100,6500,7400,7400
